xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
3406,TUT-0340,2010,SAMOA,Tutuila,2/18/10,Forereef,Mid,-14.36436,-170.76218,2154,0,nSPC,Tutuila,50452,55502,RANDOM,2010,ForereefMid,Tutuila,Fagatele Bay National Marine Sanctuary,1986,Restricted,NA
3407,TUT-0342,2010,SAMOA,Tutuila,2/22/10,Forereef,Shallow,-14.29218,-170.7739,2213,0,nSPC,Tutuila,51847,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3408,TUT-0343,2010,SAMOA,Tutuila,2/24/10,Forereef,Deep,-14.24548,-170.5809,2234,0,nSPC,Tutuila,36980,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3409,TUT-0344,2010,SAMOA,Tutuila,2/28/10,Forereef,Deep,-14.33291,-170.81322,2271,0,nSPC,Tutuila,47915,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3410,TUT-0349,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.2736,-170.61609,2171,0,nSPC,Tutuila,52104,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3411,TUT-0350,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.27232,-170.61124,2168,0,nSPC,Tutuila,50148,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3412,TUT-0351,2010,SAMOA,Tutuila,2/17/10,Forereef,Deep,-14.29896,-170.63693,2144,0,nSPC,Tutuila,53572,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3413,TUT-0352,2010,SAMOA,Tutuila,2/28/10,Forereef,Deep,-14.3374,-170.79521,2270,0,nSPC,Tutuila,48633,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3414,TUT-0353,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.32988,-170.83168,2193,0,nSPC,Tutuila,46795,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3415,TUT-0355,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.28012,-170.81322,2214,0,nSPC,Tutuila,48538,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3416,TUT-0356,2010,SAMOA,Tutuila,2/19/10,Forereef,Mid,-14.2757,-170.55298,2161,0,nSPC,Tutuila,28022,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3417,TUT-0357,2010,SAMOA,Tutuila,2/23/10,Forereef,Mid,-14.23976,-170.67563,2224,0,nSPC,Tutuila,54352,55502,RANDOM,2010,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3418,TUT-0358,2010,SAMOA,Tutuila,2/17/10,Forereef,Deep,-14.31963,-170.66151,2132,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3419,TUT-0359,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.33254,-170.82018,2189,0,nSPC,Tutuila,47678,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3420,TUT-0360,2010,SAMOA,Tutuila,2/19/10,Forereef,Deep,-14.29908,-170.56349,2162,0,nSPC,Tutuila,38403,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3421,TUT-0361,2010,SAMOA,Tutuila,2/21/10,Forereef,Mid,-14.29602,-170.56581,2195,0,nSPC,Tutuila,39337,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3422,TUT-0362,2010,SAMOA,Tutuila,2/21/10,Forereef,Deep,-14.30719,-170.59363,2197,0,nSPC,Tutuila,47899,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3423,TUT-0363,2010,SAMOA,Tutuila,2/17/10,Forereef,Mid,-14.31301,-170.65019,2133,0,nSPC,Tutuila,54295,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3424,TUT-0365,2010,SAMOA,Tutuila,2/20/10,Forereef,Mid,-14.36295,-170.77895,2183,0,nSPC,Tutuila,48672,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3425,TUT-0366,2010,SAMOA,Tutuila,2/18/10,Forereef,Mid,-14.33555,-170.70232,2156,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3426,TUT-0367,2010,SAMOA,Tutuila,2/27/10,Forereef,Mid,-14.31953,-170.84418,2258,0,nSPC,Tutuila,44405,55502,RANDOM,2010,ForereefMid,Tutuila,Poloa,2001,Restricted,NA
3427,TUT-0368,2010,SAMOA,Tutuila,2/23/10,Forereef,Mid,-14.27179,-170.7234,2225,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3428,TUT-0369,2010,SAMOA,Tutuila,2/21/10,Forereef,Mid,-14.27318,-170.56592,2200,0,nSPC,Tutuila,35396,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3429,TUT-0370,2010,SAMOA,Tutuila,3/9/10,Forereef,Mid,-14.30094,-170.68098,2340,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3430,TUT-0371,2010,SAMOA,Tutuila,3/21/10,Forereef,Deep,-14.24514,-170.56834,2460,0,nSPC,Tutuila,29196,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3431,TUT-0373,2010,SAMOA,Tutuila,2/27/10,Forereef,Mid,-14.31464,-170.83717,2255,0,nSPC,Tutuila,46550,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3432,TUT-0375,2010,SAMOA,Tutuila,2/27/10,Forereef,Mid,-14.29871,-170.81966,2254,0,nSPC,Tutuila,48073,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3433,TUT-0376,2010,SAMOA,Tutuila,2/23/10,Forereef,Mid,-14.23341,-170.67128,2221,0,nSPC,Tutuila,54247,55502,RANDOM,2010,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,NA
3434,TUT-0379,2010,SAMOA,Tutuila,2/23/10,Forereef,Deep,-14.22971,-170.67082,2222,0,nSPC,Tutuila,54092,55502,RANDOM,2010,ForereefDeep,Tutuila,Vatia Village Marine Protected Area,2003,Restricted,NA
3435,TUT-0401,2010,SAMOA,Tutuila,3/21/10,Forereef,Shallow,-14.25184,-170.62416,2466,0,nSPC,Tutuila,50916,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3436,TUT-0412,2010,SAMOA,Tutuila,3/9/10,Forereef,Shallow,-14.3427,-170.72064,2344,0,nSPC,Tutuila,54356,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3437,TUT-0413,2010,SAMOA,Tutuila,2/27/10,Forereef,Deep,-14.29955,-170.81781,2256,0,nSPC,Tutuila,48137,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3438,TUT-0421,2010,SAMOA,Tutuila,2/22/10,Forereef,Shallow,-14.29056,-170.75977,2217,0,nSPC,Tutuila,52889,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3439,TUT-0423,2010,SAMOA,Tutuila,2/26/10,Forereef,Shallow,-14.28185,-170.63768,2253,0,nSPC,Tutuila,53504,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3440,TUT-0426,2010,SAMOA,Tutuila,2/28/10,Forereef,Shallow,-14.33227,-170.80858,2265,0,nSPC,Tutuila,48108,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3441,TUT-0429,2010,SAMOA,Tutuila,2/18/10,Forereef,Shallow,-14.32108,-170.69731,2146,0,nSPC,Tutuila,54363,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3442,TUT-0451,2010,SAMOA,Tutuila,2/28/10,Forereef,Shallow,-14.33398,-170.8015,2269,0,nSPC,Tutuila,48488,55502,RANDOM,2010,ForereefShallow,Tutuila,NA,NA,NA,NA
3443,TUT-0452,2010,SAMOA,Tutuila,2/26/10,Forereef,Mid,-14.28579,-170.63815,2249,0,nSPC,Tutuila,53541,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3444,TUT-0457,2010,SAMOA,Tutuila,2/22/10,Forereef,Deep,-14.28812,-170.78069,2228,0,nSPC,Tutuila,50985,55502,RANDOM,2010,ForereefDeep,Tutuila,NA,NA,NA,NA
3445,TUT-0471,2010,SAMOA,Tutuila,3/21/10,Forereef,Mid,-14.2525,-170.6107,2463,0,nSPC,Tutuila,47167,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3446,TUT-0481,2010,SAMOA,Tutuila,2/22/10,Forereef,Mid,-14.29,-170.77087,2230,0,nSPC,Tutuila,52249,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3447,TUT-0484,2010,SAMOA,Tutuila,2/22/10,Forereef,Mid,-14.29105,-170.7765,2212,0,nSPC,Tutuila,51446,55502,RANDOM,2010,ForereefMid,Tutuila,NA,NA,NA,NA
3448,TUT-0491,2010,SAMOA,Tutuila,3/7/10,Forereef,Deep,-14.24515,-170.67088,2336,0,nSPC,Tutuila,54336,55502,RANDOM,2010,ForereefDeep,Tutuila,National Park of American Samoa,1988,Restricted,NA
3449,TUT-0500,2012,SAMOA,Tutuila,4/5/12,Forereef,Deep,-14.24864329,-170.5851996,4542,0,nSPC,Tutuila,40036,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3450,TUT-0501,2012,SAMOA,Tutuila,4/1/12,Forereef,Shallow,-14.323059,-170.697771,4448,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Spur and Groove
3451,TUT-0502,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.333937,-170.700951,4449,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Spur and Groove
3452,TUT-0503,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.28200201,-170.7330064,4462,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3453,TUT-0504,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.28248447,-170.6364887,4453,0,nSPC,Tutuila,53481,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3454,TUT-0505,2012,SAMOA,Tutuila,4/3/12,Forereef,Deep,-14.35328037,-170.7883854,4477,0,nSPC,Tutuila,48590,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3455,TUT-0506,2012,SAMOA,Tutuila,4/2/12,Forereef,Shallow,-14.27049886,-170.7193972,4460,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefShallow,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3456,TUT-0507,2012,SAMOA,Tutuila,4/12/12,Forereef,Mid,-14.27400617,-170.6154912,4640,0,nSPC,Tutuila,51986,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Other
3457,TUT-0508,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.314822,-170.652518,4446,0,nSPC,Tutuila,54324,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3458,TUT-0509,2012,SAMOA,Tutuila,4/5/12,Forereef,Mid,-14.24794977,-170.6250782,4538,0,nSPC,Tutuila,50351,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3459,TUT-0510,2012,SAMOA,Tutuila,4/7/12,Forereef,Deep,-14.28034767,-170.5416498,4573,0,nSPC,Tutuila,23595,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3460,TUT-0511,2012,SAMOA,Tutuila,4/3/12,Forereef,Mid,-14.33388532,-170.8088049,4479,0,nSPC,Tutuila,48067,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3461,TUT-0513,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.288335,-170.63475,4444,0,nSPC,Tutuila,53476,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Other
3462,TUT-0514,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.312634,-170.64486,4445,0,nSPC,Tutuila,54072,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3463,TUT-0515,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.30944956,-170.6426788,4454,0,nSPC,Tutuila,53909,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3464,TUT-0516,2012,SAMOA,Tutuila,4/4/12,Forereef,Deep,-14.23415777,-170.6694869,4519,0,nSPC,Tutuila,54172,55502,RANDOM,2012,ForereefDeep,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3465,TUT-0517,2012,SAMOA,Tutuila,4/2/12,Forereef,Shallow,-14.25374134,-170.7004193,4466,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefShallow,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3466,TUT-0518,2012,SAMOA,Tutuila,4/7/12,Forereef,Deep,-14.27187868,-170.5404809,4572,0,nSPC,Tutuila,23292,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3467,TUT-0519,2012,SAMOA,Tutuila,4/5/12,Forereef,Mid,-14.25543741,-170.6236858,4539,0,nSPC,Tutuila,51499,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3468,TUT-0520,2012,SAMOA,Tutuila,4/2/12,Forereef,Deep,-14.27826888,-170.8091933,4470,0,nSPC,Tutuila,48670,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3469,TUT-0521,2012,SAMOA,Tutuila,4/5/12,Forereef,Deep,-14.25092644,-170.5995077,4530,0,nSPC,Tutuila,44905,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3470,TUT-0523,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.2991855,-170.5735572,4576,0,nSPC,Tutuila,43300,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3471,TUT-0525,2012,SAMOA,Tutuila,4/5/12,Forereef,Shallow,-14.25078738,-170.5628093,4534,0,nSPC,Tutuila,27753,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3472,TUT-0526,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.29077677,-170.8002723,4464,0,nSPC,Tutuila,48920,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3473,TUT-0527,2012,SAMOA,Tutuila,4/2/12,Forereef,Deep,-14.2876572,-170.7589728,4463,0,nSPC,Tutuila,52949,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3474,TUT-0529,2012,SAMOA,Tutuila,4/12/12,Forereef,Deep,-14.27533135,-170.6156095,4641,0,nSPC,Tutuila,52188,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3475,TUT-0531,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.29285724,-170.5565404,4575,0,nSPC,Tutuila,32986,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3476,TUT-0533,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.29797096,-170.5725091,4588,0,nSPC,Tutuila,42872,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3477,TUT-0534,2012,SAMOA,Tutuila,4/8/12,Forereef,Mid,-14.2852733,-170.6001248,4601,0,nSPC,Tutuila,48141,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3478,TUT-0536,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.2526112,-170.6982455,4465,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3479,TUT-0537,2012,SAMOA,Tutuila,4/8/12,Forereef,Mid,-14.2815887,-170.5948493,4599,0,nSPC,Tutuila,46462,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3480,TUT-0539,2012,SAMOA,Tutuila,4/2/12,Forereef,Shallow,-14.29694217,-170.8109654,4471,0,nSPC,Tutuila,48550,55502,RANDOM,2012,ForereefShallow,Tutuila,Fagamalo Village Marine Protected Area,2003,Restricted,Spur and Groove
3481,TUT-0541,2012,SAMOA,Tutuila,4/5/12,Forereef,Deep,-14.24258502,-170.6801209,4528,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefDeep,Tutuila,National Park of American Samoa,1988,Restricted,Aggregated
3482,TUT-0542,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.26790281,-170.7175721,4459,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3483,TUT-0543,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.25316826,-170.5624473,4583,0,nSPC,Tutuila,28206,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3484,TUT-0544,2012,SAMOA,Tutuila,4/3/12,Forereef,Mid,-14.36472184,-170.7386157,4485,0,nSPC,Tutuila,52520,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3485,TUT-0545,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.30104879,-170.5807059,4577,0,nSPC,Tutuila,44797,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Other
3486,TUT-0546,2012,SAMOA,Tutuila,4/3/12,Forereef,Mid,-14.33572196,-170.7961851,4478,0,nSPC,Tutuila,48629,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3487,TUT-0548,2012,SAMOA,Tutuila,4/2/12,Forereef,Deep,-14.27824734,-170.7356572,4467,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3488,TUT-0549,2012,SAMOA,Tutuila,4/3/12,Forereef,Shallow,-14.3598372,-170.7501397,4486,0,nSPC,Tutuila,51819,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3489,TUT-0550,2012,SAMOA,Tutuila,4/8/12,Forereef,Deep,-14.30339111,-170.5926426,4600,0,nSPC,Tutuila,47381,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3490,TUT-0551,2012,SAMOA,Tutuila,3/25/12,Forereef,Shallow,-14.29116804,-170.6744829,4399,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Other
3491,TUT-0552,2012,SAMOA,Tutuila,4/7/12,Forereef,Deep,-14.28032043,-170.5611855,4587,0,nSPC,Tutuila,33779,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3492,TUT-0554,2012,SAMOA,Tutuila,4/5/12,Forereef,Mid,-14.24500789,-170.566523,4532,0,nSPC,Tutuila,28124,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3493,TUT-0555,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.25552047,-170.5595389,4582,0,nSPC,Tutuila,27200,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3494,TUT-0556,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.27760512,-170.7239523,4461,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3495,TUT-0557,2012,SAMOA,Tutuila,3/25/12,Forereef,Shallow,-14.30064915,-170.6773065,4397,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Other
3496,TUT-0558,2012,SAMOA,Tutuila,4/5/12,Forereef,Deep,-14.25439395,-170.5912539,4540,0,nSPC,Tutuila,43625,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3497,TUT-0559,2012,SAMOA,Tutuila,4/7/12,Forereef,Shallow,-14.27516388,-170.5754829,4586,0,nSPC,Tutuila,41240,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3498,TUT-0560,2012,SAMOA,Tutuila,4/8/12,Forereef,Deep,-14.28436897,-170.5635672,4598,0,nSPC,Tutuila,36268,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3499,TUT-0561,2012,SAMOA,Tutuila,4/1/12,Forereef,Deep,-14.328219,-170.69406,4447,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3500,TUT-0562,2012,SAMOA,Tutuila,4/3/12,Forereef,Deep,-14.3600201,-170.7338045,4484,0,nSPC,Tutuila,52813,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3501,TUT-0563,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.28918606,-170.7422632,4468,0,nSPC,Tutuila,54316,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Other
3502,TUT-0566,2012,SAMOA,Tutuila,4/12/12,Forereef,Deep,-14.27616795,-170.6118918,4642,0,nSPC,Tutuila,51066,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3503,TUT-0568,2012,SAMOA,Tutuila,4/6/12,Forereef,Deep,-14.22590654,-170.6455133,4557,0,nSPC,Tutuila,51258,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3504,TUT-0571,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.27417993,-170.5721178,4585,0,nSPC,Tutuila,39369,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3505,TUT-0572,2012,SAMOA,Tutuila,3/25/12,Forereef,Mid,-14.29043815,-170.6653791,4395,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3506,TUT-0573,2012,SAMOA,Tutuila,3/25/12,Forereef,Mid,-14.30154584,-170.6810369,4396,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Other
3507,TUT-0577,2012,SAMOA,Tutuila,4/5/12,Forereef,Shallow,-14.2560974,-170.5941659,4541,0,nSPC,Tutuila,44532,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3508,TUT-0578,2012,SAMOA,Tutuila,4/8/12,Forereef,Mid,-14.28140463,-170.608209,4592,0,nSPC,Tutuila,50386,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3509,TUT-0579,2012,SAMOA,Tutuila,4/5/12,Forereef,Mid,-14.2392626,-170.6757709,4529,0,nSPC,Tutuila,54352,55502,RANDOM,2012,ForereefMid,Tutuila,National Park of American Samoa,1988,Restricted,Pavement
3510,TUT-0580,2012,SAMOA,Tutuila,4/7/12,Forereef,Mid,-14.28012404,-170.5467031,4574,0,nSPC,Tutuila,24965,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Aggregated
3511,TUT-0583,2012,SAMOA,Tutuila,4/5/12,Forereef,Deep,-14.23049865,-170.6961801,4527,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3512,TUT-0584,2012,SAMOA,Tutuila,3/25/12,Forereef,Deep,-14.29318364,-170.6585126,4394,0,nSPC,Tutuila,54354,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3513,TUT-0585,2012,SAMOA,Tutuila,4/8/12,Forereef,Deep,-14.31140589,-170.6479837,4591,0,nSPC,Tutuila,54238,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3514,TUT-0586,2012,SAMOA,Tutuila,4/1/12,Forereef,Shallow,-14.27412688,-170.6202262,4451,0,nSPC,Tutuila,52809,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Spur and Groove
3515,TUT-0588,2012,SAMOA,Tutuila,4/1/12,Forereef,Deep,-14.29512614,-170.6243201,4452,0,nSPC,Tutuila,53078,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3516,TUT-0590,2012,SAMOA,Tutuila,4/12/12,Forereef,Mid,-14.30526481,-170.5989437,4639,0,nSPC,Tutuila,49599,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3517,TUT-0591,2012,SAMOA,Tutuila,4/3/12,Forereef,Deep,-14.33530404,-170.8077535,4480,0,nSPC,Tutuila,48084,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3518,TUT-0593,2012,SAMOA,Tutuila,4/3/12,Forereef,Deep,-14.3686905,-170.7789242,4474,0,nSPC,Tutuila,48557,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3519,TUT-0594,2012,SAMOA,Tutuila,4/7/12,Forereef,Shallow,-14.26082437,-170.5599614,4584,0,nSPC,Tutuila,28758,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3520,TUT-0595,2012,SAMOA,Tutuila,4/3/12,Forereef,Deep,-14.36131661,-170.8075385,4475,0,nSPC,Tutuila,47538,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3521,TUT-0596,2012,SAMOA,Tutuila,4/2/12,Forereef,Mid,-14.29241887,-170.7516319,4469,0,nSPC,Tutuila,53345,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Spur and Groove
3522,TUT-0597,2012,SAMOA,Tutuila,4/6/12,Forereef,Deep,-14.22547848,-170.647033,4544,0,nSPC,Tutuila,51574,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Pavement
3523,TUT-0598,2012,SAMOA,Tutuila,4/6/12,Forereef,Deep,-14.24707403,-170.6462038,4569,0,nSPC,Tutuila,53418,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Aggregated
3524,TUT-0610,2012,SAMOA,Tutuila,4/1/12,Forereef,Mid,-14.338543,-170.716647,4450,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
3525,TUT-0624,2012,SAMOA,Tutuila,4/9/12,Forereef,Deep,-14.29230571,-170.6755152,4610,0,nSPC,Tutuila,54363,55502,RANDOM,2012,ForereefDeep,Tutuila,NA,NA,NA,Other
3526,TUT-0628,2012,SAMOA,Tutuila,4/2/12,Forereef,Shallow,-14.29235945,-170.7736271,4472,0,nSPC,Tutuila,51886,55502,RANDOM,2012,ForereefShallow,Tutuila,NA,NA,NA,Pavement
3527,TUT-0630,2012,SAMOA,Tutuila,4/5/12,Forereef,Mid,-14.24540637,-170.5632901,4533,0,nSPC,Tutuila,26594,55502,RANDOM,2012,ForereefMid,Tutuila,NA,NA,NA,Pavement
